" " "MAE" "RMSE" "MASE" "MRAE" "GMRAE" "MAPE" "sMAPE" "uMbRAE"
"produto.uniao_drastica.mamdani.maximum_center" 1229.76388888889 1763.72193063734 NA 0.190939808161427 0.0854158381920979 19.0939808161427 18.5829574481646 0.145011342086483
"minimo.uniao_drastica.mamdani.maximum_center" 1230.44444444444 1763.77735824124 NA 0.191014615848463 0.0857985453707543 19.1014615848463 18.5902960149053 0.145106395870211
"minimo.uniao_drastica.larsen.maximum_center" 1240.36111111111 1765.72163796499 NA 0.192105438273572 0.0885625721858394 19.2105438273572 18.6953519496689 0.146435810500094
"produto.uniao_drastica.larsen.maximum_center" 1240.36111111111 1765.72163796499 NA 0.192105438273572 0.0885625721858394 19.2105438273572 18.6953519496689 0.146435810500094
"minimo.soma_limitada.mamdani.maximum_center" 1285.61111111111 1778.22867936357 NA 0.199854792287414 0.106476587813781 19.9854792287414 19.4488966376821 0.155375964751389
"minimo.soma_algebrica.mamdani.maximum_center" 1288.34722222222 1779.3894259455 NA 0.20020179557751 0.110173946300963 20.020179557751 19.4866489160808 0.155776786054375
"minimo.soma_algebrica.larsen.maximum_center" 1294.48611111111 1788.19235814334 NA 0.204376871071807 0.104832892186256 20.4376871071807 19.829836113864 0.158715963006804
"produto.soma_algebrica.larsen.maximum_center" 1294.48611111111 1788.19235814334 NA 0.204376871071807 0.104832892186256 20.4376871071807 19.829836113864 0.158715963006804
"produto.soma_limitada.larsen.maximum_center" 1294.48611111111 1788.19235814334 NA 0.204376871071807 0.104832892186256 20.4376871071807 19.829836113864 0.158715963006804
"minimo.soma_limitada.larsen.maximum_center" 1294.5 1788.19434843581 NA 0.204378537805143 0.104838574341622 20.4378537805143 19.830008033288 0.158718069272566
"minimo.maximo.larsen.maximum_center" 1317.79166666667 1800.26314241681 NA 0.207117416721556 0.10765427727734 20.7117416721556 20.1024805875941 0.161720196978737
"produto.maximo.mamdani.maximum_center" 1328.56944444444 1818.55188688082 NA 0.208426890824325 0.105155454883641 20.8426890824325 20.2952934462589 0.162585506458256
"produto.maximo.larsen.maximum_center" 1339.15277777778 1820.47536336285 NA 0.20959091268162 0.109028677845702 20.959091268162 20.4074795823369 0.164052654622721
"produto.soma_algebrica.mamdani.maximum_center" 1342.625 1799.02413554621 NA 0.206669903931941 0.120091624257468 20.6669903931941 20.1876191690585 0.163284033419365
"produto.soma_limitada.mamdani.maximum_center" 1342.625 1799.02413554621 NA 0.206669903931941 0.120091624257468 20.6669903931941 20.1876191690585 0.163284033419365
"diferenca_limitada.soma_algebrica.mamdani.maximum_center" 1813.98611111111 2281.78562965986 NA 0.266708427749519 0.169597774725353 26.6708427749519 27.8275906650938 0.219088747071837
"diferenca_limitada.soma_limitada.mamdani.maximum_center" 1813.98611111111 2281.78562965986 NA 0.266708427749519 0.169597774725353 26.6708427749519 27.8275906650938 0.219088747071837
"diferenca_limitada.uniao_drastica.larsen.maximum_center" 1816.98611111111 2281.05719124318 NA 0.267114824782336 0.171320532560881 26.7114824782336 27.8659946867514 0.219712662788764
"diferenca_limitada.uniao_drastica.mamdani.maximum_center" 1817 2281.06073948552 NA 0.267116775195043 0.171324615753232 26.7116775195043 27.8662067252758 0.219715142037361
